step,loss/policy,loss/value,loss/entropy,diagnostics/clipfrac,diagnostics/approx_kl,charts/steps,charts/sps
256,0.0020063490762064853,838.9993336995443,2.0794222950935364,0.0,2.1854958807428677e-05,256,102.44790325829271
512,0.0007984658392767111,83.93098862965901,2.0790895819664,0.0,0.00013933922552193204,512,78.79489267246682
768,0.0010158172032485406,129.70172309875488,2.078396201133728,0.0,0.00023698154836893082,768,78.09605855616144
1024,0.007441853017856677,249.4071044921875,2.07808917760849,0.0,0.0001248468179255724,1024,77.40331222738891
1280,0.0126323487299184,85.26829973856609,2.076946953932444,0.0,0.00021720705747914812,1280,75.9480212947778
1536,-0.0117927270475775,63.906352043151855,2.075697183609009,0.0,0.0002661200996953994,1536,76.86529686355345
1792,-0.016674732013295095,343.25982666015625,2.0725849072138467,0.0006510416666666666,0.0008932685498924305,1792,75.16054698075196
2048,0.0008205287158489227,76.4522310892741,2.0615437428156533,0.0,0.000912874141552796,2048,76.38208469904029
2304,0.006529302181055148,96.00066375732422,2.0531259576479592,0.0,0.0003326012520119548,2304,74.89581112938023
2560,4.875427111983299e-05,97.86297988891602,2.0460426211357117,0.0,0.0005640628417798629,2560,76.21425918853026
2816,-0.01623932598158717,147.4446646372477,2.040183405081431,0.0,0.0005979437264613807,2816,75.109622977314
3072,-0.019194707352047164,8.688435475031534,2.0251954793930054,0.00341796875,0.0012346576356018584,3072,75.57171043062532
3328,-0.014515267685055733,49.57869211832682,2.0118368665377298,0.0,0.0009511505680469176,3328,75.11347117083339
3584,0.012306055830170711,74.5882641474406,1.9934454162915547,0.0,0.0010327007330488414,3584,74.12781135409526
3840,-0.02192957109461228,5.499218334754308,1.9898038407166798,0.00048828125,0.0019860929848315814,3840,74.29697052185136
4096,-0.004548898432403803,119.03478622436523,1.9758949379126232,0.0003255208333333333,0.002326046689025437,4096,73.74878643687846
4352,0.0077109443955123425,47.93102169036865,1.915250430504481,0.0,0.0014763872119753312,4352,74.2620255651759
4608,-0.007488383911550045,48.125999450683594,1.885112424691518,0.0,0.001071025530109182,4608,73.73503951581559
4864,0.005870110044876735,9.015881816546122,1.8750467697779338,0.0,0.00040172429483694333,4864,74.38708234947262
5120,-0.004880819547300537,16.358752648035686,1.8962862590948741,0.00048828125,0.001188010103457297,5120,73.79913597203777
5376,-0.014377123986681303,8.691417872905731,1.8781085511048634,0.0009765625,0.0017247569824879367,5376,74.26852045467216
5632,0.010668142892730733,16.82273332277934,1.8918525576591492,0.00048828125,0.0007683107105549425,5632,73.9112014224375
5888,0.005510575991744797,32.16619110107422,1.8807120223840077,0.0,0.0011891815714382876,5888,74.07035793561883
6144,0.01196141183997194,25.825742721557617,1.8753153880437214,0.0,0.000305114119934539,6144,74.05415521316228
6400,0.004773860176404317,72.98112392425537,1.868410587310791,0.004069010416666667,0.0012906304230758299,6400,74.16049350593767
6656,0.006053963753705223,17.812311331431072,1.8611679375171661,0.0013020833333333333,0.0006678714610946676,6656,74.30646111410208
6912,0.000439850768695275,2.4685725768407187,1.8540461957454681,0.0016276041666666667,0.0004610411318329473,6912,74.01738868427613
7168,-0.0009971520242591698,17.795947869618733,1.7781741619110107,0.040364583333333336,0.0034312106242092946,7168,74.24557670737141
7424,0.0064784630861443775,1.3286681870619457,1.81235667069753,0.0016276041666666667,0.0025489725424752883,7424,73.76651048621954
7680,-0.008136842865496874,8.461274902025858,1.791964590549469,0.00341796875,0.0012319783757751186,7680,74.19870328863526
7936,6.610224954783916e-05,7.359287182490031,1.7777216335137684,0.0011393229166666667,0.0010344077794191737,7936,73.38122366000754
8192,-0.005865545788158973,8.663199385007223,1.819739391406377,0.00146484375,0.0017224065959453583,8192,73.8476617439611
8448,-0.01644788426347077,1.4301009674866993,1.8106336394945781,0.01220703125,0.0019408736649590235,8448,73.62462352043768
8704,0.0028797189394632974,8.145281354586283,1.7186585168043773,0.00016276041666666666,0.001243181274427722,8704,73.79390857355588
8960,-0.0018841031317909558,9.96719249089559,1.6632356345653534,0.0027669270833333335,0.0007562566800819089,8960,73.62608576393819
9216,0.004233290674164891,1.6394770344098408,1.68527356783549,0.001953125,0.0007248529970335463,9216,73.51549679104268
9472,-0.008080632813895742,9.592180490493774,1.6021989186604817,0.008951822916666666,0.002689696140199279,9472,73.43273618830686
9728,-0.008330794361730417,15.34339420000712,1.4603663384914398,0.01220703125,0.003609626282316943,9728,73.1601872341997
9984,-0.009899125900119543,1.714864730834961,1.4754561980565388,0.014811197916666666,0.0012925350747536868,9984,73.15859769880856
10240,-0.004249843613555034,2.0487045347690582,1.5336055556933086,0.00048828125,0.0007300872530322522,10240,73.13363340283091
10496,-0.010006551397964358,1.9157346089680989,1.5074000457922618,0.008626302083333334,0.0012064929469488561,10496,73.25932920677225
10752,0.005689905645946662,2.476725459098816,1.4811637699604034,0.00634765625,0.0014048121811356395,10752,72.97492193322977
11008,0.004468780942261219,8.313416838645935,1.5430426895618439,0.08626302083333333,0.007245137724870195,11008,73.2347470677454
11264,0.005371047494312127,1.4394287367661793,1.6461521585782368,0.0008138020833333334,0.001980044374552866,11264,72.84500097054426
11520,-9.056413546204567e-05,8.84633215268453,1.5669189989566803,0.014322916666666666,0.0025988859900583825,11520,73.07652173824667
11776,-0.013849537819623947,0.6680620908737183,1.5449419418970745,0.0022786458333333335,0.0015055693705411006,11776,72.69280957592906
12032,-0.0018337460545202096,0.897061730424563,1.504637489716212,0.0107421875,0.0045792303086879356,12032,72.94911673831348
