episode,env_step,episode_len,return_mean,return_sum,return_gini,iml_truth,iml_detected,iml_sanctions,iml_false_pos,iml_overturned,ia_penalty_sum,si_bonus_sum,condition,time_seconds,time_limit
0,2000,2000,1022.6399999999934,5113.199999999967,0.3908472189626797,0,0,0,0,0,0.0,16103.200000001212,si,17.689614057540894,True
1,4000,2000,794.0400000000038,3970.200000000019,0.2347337665608742,0,0,0,0,0,0.0,12045.20000000087,si,37.022695779800415,True
2,6000,2000,816.3200000000031,4081.600000000016,0.453137341964432,0,0,0,0,0,0.0,12275.60000000081,si,57.602603912353516,True
3,8000,2000,1010.8399999999983,5054.199999999992,0.2550752820395481,0,0,0,0,0,0.0,16211.200000001018,si,77.44764590263367,True
4,10000,2000,936.1599999999953,4680.7999999999765,0.29405657152623554,0,0,0,0,0,0.0,15528.800000001569,si,97.11542701721191,True
5,12000,2000,977.6800000000012,4888.400000000006,0.279874805662381,0,0,0,0,0,0.0,15328.400000001015,si,115.14268469810486,True
6,14000,2000,1861.799999999989,9308.999999999945,0.3584894597979893,0,0,0,0,0,0.0,32344.00000000014,si,134.64194178581238,True
7,16000,2000,2516.479999999986,12582.39999999993,0.3517882121057987,0,0,0,0,0,0.0,49324.39999999753,si,154.80023789405823,True
8,18000,2000,1443.239999999999,7216.199999999995,0.3608350634650641,0,0,0,0,0,0.0,28333.200000000506,si,174.9145758152008,True
9,20000,2000,2021.47999999999,10107.39999999995,0.3797941285204587,0,0,0,0,0,0.0,42412.399999998364,si,194.83365988731384,True
10,22000,2000,2991.799999999973,14958.999999999865,0.47055685540477543,0,0,0,0,0,0.0,60221.999999998014,si,213.78573894500732,True
11,24000,2000,3082.960000000011,15414.800000000054,0.4645560627419387,0,0,0,0,0,0.0,73478.79999999699,si,234.1925139427185,True
12,26000,2000,2234.999999999978,11174.99999999989,0.38434004474272676,0,0,0,0,0,0.0,51861.99999999555,si,254.2837438583374,True
13,28000,2000,2794.3199999999915,13971.599999999957,0.2732085086890548,0,0,0,0,0,0.0,81243.59999999951,si,274.3038649559021,True
14,30000,2000,1993.119999999994,9965.59999999997,0.4935798652491441,0,0,0,0,0,0.0,53575.599999998005,si,294.5251257419586,True
15,32000,2000,1667.5199999999754,8337.599999999877,0.4383308953307108,0,0,0,0,0,0.0,53191.59999999842,si,312.79814982414246,True
16,34000,2000,2336.719999999991,11683.599999999957,0.43099554833351195,0,0,0,0,0,0.0,59113.599999996164,si,333.0940668582916,True
17,36000,2000,2007.9999999999989,10039.999999999995,0.4243574230818985,0,0,0,0,0,0.0,49239.99999999564,si,353.644544839859,True
18,38000,2000,1738.4799999999755,8692.399999999878,0.43146474141033986,0,0,0,0,0,0.0,42954.39999999853,si,373.86848998069763,True
19,40000,2000,3229.1600000000103,16145.800000000052,0.35578131667212065,0,0,0,0,0,0.0,73580.80000000008,si,394.1938498020172,True
20,42000,2000,893.9999999999866,4469.999999999933,0.2804654833671971,0,0,0,0,0,0.0,24835.99999999939,si,414.2435109615326,True
21,44000,2000,1777.759999999982,8888.79999999991,0.4932206822068228,0,0,0,0,0,0.0,27786.800000000207,si,432.0714159011841,True
22,46000,2000,1483.239999999982,7416.199999999911,0.41570324331766084,0,0,0,0,0,0.0,25409.200000000314,si,452.1424560546875,True
23,48000,2000,3379.4000000000024,16897.00000000001,0.4096108054446701,0,0,0,0,0,0.0,63523.99999999524,si,472.19080901145935,True
24,50000,2000,2645.6800000000303,13228.40000000015,0.44819783692651116,0,0,0,0,0,0.0,52686.39999999461,si,493.49534583091736,True
25,52000,2000,950.9999999999716,4754.999999999858,0.43160036813579894,0,0,0,0,0,0.0,16268.00000000196,si,513.3137099742889,True
26,54000,2000,790.3199999999877,3951.5999999999385,0.40624742114626056,0,0,0,0,0,0.0,12717.60000000144,si,530.9891519546509,True
27,56000,2000,330.8800000000009,1654.4000000000046,0.22688588007737076,0,0,0,0,0,0.0,4606.399999999955,si,550.7394077777863,True
28,58000,2000,56.32000000000005,281.60000000000025,0.2250710227272723,0,0,0,0,0,0.0,777.6000000000055,si,570.313854932785,True
29,60000,2000,33.040000000000006,165.20000000000005,0.506808588731877,0,0,0,0,0,0.0,461.2000000000016,si,590.2933480739594,True
30,62000,2000,7.520000000000013,37.600000000000065,0.21468691491574776,0,0,0,0,0,0.0,103.59999999999978,si,609.944061756134,True
31,64000,2000,17.640000000000004,88.20000000000002,0.2858900233731083,0,0,0,0,0,0.0,245.1999999999999,si,627.9270420074463,True
32,66000,2000,61.11999999999993,305.5999999999997,0.32365407397656987,0,0,0,0,0,0.0,987.6000000000031,si,647.5163898468018,True
33,68000,2000,71.4,357.0,0.3142354340071343,0,0,0,0,0,0.0,992.0000000000019,si,667.4314160346985,True
34,70000,2000,14.080000000000013,70.40000000000006,0.22270654953853009,0,0,0,0,0,0.0,194.39999999999947,si,686.9375369548798,True
35,72000,2000,51.239999999999995,256.2,0.4639320150351365,0,0,0,0,0,0.0,785.2000000000021,si,706.9268279075623,True
36,74000,2000,111.63999999999996,558.1999999999998,0.41046068163932437,0,0,0,0,0,0.0,1617.2,si,726.6049530506134,True
37,76000,2000,57.800000000000026,289.0000000000001,0.39375464684014894,0,0,0,0,0,0.0,802.0000000000013,si,744.2829117774963,True
38,78000,2000,91.67999999999995,458.39999999999975,0.30872600349040136,0,0,0,0,0,0.0,1756.3999999999937,si,764.2086038589478,True
39,80000,2000,197.5599999999999,987.7999999999995,0.4263177796264088,0,0,0,0,0,0.0,2884.7999999999784,si,785.5183079242706,True
40,82000,2000,630.3599999999988,3151.799999999994,0.5203036126802945,0,0,0,0,0,0.0,10464.800000000138,si,806.6060090065002,True
41,84000,2000,482.03999999999985,2410.1999999999994,0.5502559782256493,0,0,0,0,0,0.0,8297.200000000055,si,827.4457099437714,True
42,86000,2000,761.7599999999995,3808.7999999999975,0.4118252467968919,0,0,0,0,0,0.0,13964.800000000216,si,846.3012428283691,True
43,88000,2000,818.3600000000013,4091.800000000006,0.3812258663668775,0,0,0,0,0,0.0,12774.800000000338,si,867.2545568943024,True
44,90000,2000,2017.559999999985,10087.799999999925,0.4787763437022916,0,0,0,0,0,0.0,46748.79999999794,si,888.897552728653,True
45,92000,2000,1573.9200000000087,7869.600000000043,0.4505890609134078,0,0,0,0,0,0.0,85323.59999999865,si,910.4701209068298,True
46,94000,2000,1648.4799999999952,8242.399999999976,0.5683738692816793,0,0,0,0,0,0.0,34982.39999999937,si,932.0869889259338,True
47,96000,2000,-1105.8000000000116,-5529.000000000057,0.31909207395204153,0,0,0,0,0,0.0,128396.00000000067,si,951.8104758262634,True
48,98000,2000,3540.520000000009,17702.600000000046,0.6339401386597467,0,0,0,0,0,0.0,101345.59999999862,si,973.368311882019,True
49,100000,2000,-3336.2399999999748,-16681.199999999873,0.6474975794102225,0,0,0,0,0,0.0,174414.80000000016,si,995.624294757843,True
50,102000,2000,1073.2400000000273,5366.200000000136,0.4511109634015722,0,0,0,0,0,0.0,159047.20000000036,si,1017.5944488048553,True
51,104000,2000,-30175.880000000074,-150879.40000000037,0.6157591474011586,0,0,0,0,0,0.0,248541.6000000031,si,1039.6534929275513,True
52,106000,2000,5162.520000000034,25812.60000000017,0.5240120526327201,0,0,0,0,0,0.0,123423.59999999893,si,1062.526636838913,True
53,108000,2000,-1200.8400000002089,-6004.200000001045,0.3153578969314139,0,0,0,0,0,0.0,137560.8000000053,si,1082.2945656776428,True
54,110000,2000,-37842.84000000004,-189214.2000000002,0.4408096397915371,0,0,0,0,0,0.0,232254.80000000066,si,1103.8785536289215,True
55,112000,2000,4309.960000000052,21549.80000000026,0.3940705815116472,0,0,0,0,0,0.0,108840.79999999359,si,1125.6511087417603,True
56,114000,2000,-8906.439999999997,-44532.19999999998,0.3370474220235389,0,0,0,0,0,0.0,232616.79999999807,si,1147.2883338928223,True
57,116000,2000,495.60000000000053,2478.0000000000027,0.3035200437650061,0,0,0,0,0,0.0,8534.000000000022,si,1168.9717729091644,True
58,118000,2000,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,si,1188.6967868804932,True
59,120000,2000,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,si,1211.860191822052,True
60,122000,2000,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,si,1233.7048659324646,True
61,124000,2000,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,si,1255.6344859600067,True
62,126000,2000,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,si,1277.8361127376556,True
63,128000,2000,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,si,1298.1240539550781,True
64,130000,2000,6.0800000000000045,30.400000000000023,0.20505767524401075,0,0,0,0,0,0.0,84.39999999999996,si,1320.7118377685547,True
65,132000,2000,6.1999999999999975,30.99999999999999,0.208160535117057,0,0,0,0,0,0.0,85.99999999999997,si,1343.8564200401306,True
66,134000,2000,0.36000000000000004,1.8000000000000003,0.2857142857142856,0,0,0,0,0,0.0,4.800000000000001,si,1367.082999944687,True
67,136000,2000,5.840000000000001,29.200000000000003,0.20192760762475914,0,0,0,0,0,0.0,81.19999999999997,si,1391.1327648162842,True
68,138000,2000,29.080000000000002,145.4,0.24232686330850872,0,0,0,0,0,0.0,404.4000000000001,si,1415.0793387889862,True
69,140000,2000,81.68000000000002,408.4000000000001,0.4200234316753648,0,0,0,0,0,0.0,1408.3999999999962,si,1436.1454997062683,True
70,142000,2000,567.2800000000015,2836.4000000000074,0.4329713721618955,0,0,0,0,0,0.0,9974.40000000014,si,1459.2389690876007,True
71,144000,2000,1465.4000000000037,7327.000000000019,0.5721928237749723,0,0,0,0,0,0.0,31559.99999999957,si,1482.6863527297974,True
72,146000,2000,771.1600000000101,3855.80000000005,0.5169723195274409,0,0,0,0,0,0.0,110112.80000000299,si,1506.5449419021606,True
73,148000,2000,1762.6399999999842,8813.19999999992,0.378103127796773,0,0,0,0,0,0.0,111029.19999999958,si,1530.3731586933136,True
74,150000,2000,3793.2000000000507,18966.000000000255,0.4793940419022995,0,0,0,0,0,0.0,77441.99999999933,si,1551.9821150302887,True
75,152000,2000,2448.2799999999615,12241.399999999809,0.2851100403513802,0,0,0,0,0,0.0,44456.39999999662,si,1575.70330286026,True
76,154000,2000,3730.9999999999927,18654.999999999964,0.42164195176533603,0,0,0,0,0,0.0,83467.99999999802,si,1599.2140610218048,True
77,156000,2000,4243.080000000014,21215.400000000067,0.23060773295525627,0,0,0,0,0,0.0,101450.39999999673,si,1623.210355758667,True
78,158000,2000,2610.5200000000023,13052.600000000011,0.3147390056131658,0,0,0,0,0,0.0,54019.5999999953,si,1647.9257547855377,True
79,160000,2000,3386.919999999962,16934.59999999981,0.346758558324028,0,0,0,0,0,0.0,68215.59999999558,si,1670.334555864334,True
80,162000,2000,1126.7999999999997,5633.999999999998,0.5422116970716495,0,0,0,0,0,0.0,96860.0000000002,si,1693.709774017334,True
81,164000,2000,4515.760000000007,22578.800000000032,0.4860256607518363,0,0,0,0,0,0.0,101722.79999999884,si,1716.51132106781,True
82,166000,2000,-5489.360000000011,-27446.800000000054,0.4897443013142231,0,0,0,0,0,0.0,227835.20000000016,si,1739.2564327716827,True
83,168000,2000,695.7599999999653,3478.7999999998265,0.5141427943100672,0,0,0,0,0,0.0,198918.7999999963,si,1762.075520992279,True
84,170000,2000,5094.7200000000075,25473.60000000004,0.5155434548897606,0,0,0,0,0,0.0,135743.60000000283,si,1785.4255769252777,True
85,172000,2000,3596.3200000000784,17981.60000000039,0.2516553024296575,0,0,0,0,0,0.0,136831.60000000434,si,1806.2114098072052,True
86,174000,2000,5263.36000000002,26316.800000000097,0.5269391765114846,0,0,0,0,0,0.0,129576.8000000008,si,1828.8024356365204,True
87,176000,2000,6663.480000000236,33317.40000000118,0.3537905795493044,0,0,0,0,0,0.0,185136.40000001702,si,1851.3354227542877,True
88,178000,2000,1974.1999999999384,9870.999999999693,0.29601955556650106,0,0,0,0,0,0.0,41353.999999998996,si,1873.897689819336,True
89,180000,2000,3304.2400000000575,16521.200000000288,0.48493021933394864,0,0,0,0,0,0.0,77369.200000004,si,1896.5345740318298,True
90,182000,2000,97.64000000000001,488.20000000000005,0.4315827892453059,0,0,0,0,0,0.0,1475.1999999999964,si,1916.9438898563385,True
91,184000,2000,10.07999999999999,50.39999999999995,0.4719871248698284,0,0,0,0,0,0.0,560.4000000000005,si,1939.4203848838806,True
92,186000,2000,1563.3599999999965,7816.799999999982,0.34762543220792086,0,0,0,0,0,0.0,37602.800000000294,si,1962.0191068649292,True
93,188000,2000,6767.44,33837.2,0.2565224095096805,0,0,0,0,0,0.0,183713.19999999998,si,1984.8083128929138,True
94,190000,2000,6809.040000000197,34045.20000000099,0.27862184281924973,0,0,0,0,0,0.0,190377.19999999116,si,2007.6724178791046,True
95,192000,2000,7542.240000000321,37711.200000001605,0.22950856046694335,0,0,0,0,0,0.0,147095.19999999428,si,2028.3519699573517,True
96,194000,2000,-2784.3199999988283,-13921.599999994141,0.2878979243626454,0,0,0,0,0,0.0,182956.39999996775,si,2051.374681711197,True
97,196000,2000,-12058.080000000024,-60290.40000000012,0.32843901010363874,0,0,0,0,0,0.0,249101.6000000015,si,2074.517068862915,True
98,198000,2000,7984.079999999946,39920.39999999973,0.4074702231205467,0,0,0,0,0,0.0,141210.39999999775,si,2097.6890149116516,True
99,200000,2000,567.3599999999904,2836.799999999952,0.2785414000874158,0,0,0,0,0,0.0,50042.79999999973,si,2120.801120996475,True
100,202000,2000,3957.679999999823,19788.399999999114,0.2026290196203937,0,0,0,0,0,0.0,71764.40000000123,si,2144.098769903183,True
101,204000,2000,5397.479999999753,26987.399999998765,0.23104818618366973,0,0,0,0,0,0.0,104232.40000000059,si,2165.373368024826,True
102,206000,2000,7582.199999999997,37910.999999999985,0.3365724206660119,0,0,0,0,0,0.0,187475.99999999744,si,2188.623060941696,True
103,208000,2000,4172.6000000003205,20863.000000001604,0.20499573866263554,0,0,0,0,0,0.0,68275.99999999427,si,2211.8719379901886,True
104,210000,2000,-860.1199999999874,-4300.599999999937,0.6168654017104398,0,0,0,0,0,0.0,3090.3999999997327,si,2235.1143007278442,True
105,212000,2000,223.92000000000274,1119.6000000000138,0.23208941296819918,0,0,0,0,0,0.0,3325.599999999877,si,2258.3747067451477,True
106,214000,2000,5728.520000000341,28642.6000000017,0.31566132215757814,0,0,0,0,0,0.0,140499.59999999145,si,2279.8394107818604,True
107,216000,2000,5498.839999999322,27494.199999996606,0.2244432639223195,0,0,0,0,0,0.0,91737.2000000096,si,2302.934924840927,True
108,218000,2000,8473.12000000002,42365.60000000011,0.25472356504358395,0,0,0,0,0,0.0,138483.60000000504,si,2325.7034759521484,True
109,220000,2000,5.9600000000000035,29.80000000000002,0.20339880821010814,0,0,0,0,0,0.0,82.79999999999998,si,2348.460193872452,True
110,222000,2000,35.64,178.2,0.2662892725728845,0,0,0,0,0,0.0,495.19999999999993,si,2370.8871898651123,True
111,224000,2000,48.39999999999994,241.99999999999972,0.37871775976418554,0,0,0,0,0,0.0,672.0000000000022,si,2391.196273803711,True
