episode,env_step,episode_len,return_mean,return_sum,return_gini,iml_truth,iml_detected,iml_sanctions,iml_false_pos,iml_overturned,time_seconds,time_limit
0,2000,2000,-1056.7,-5283.5,0.241946697566628,1152,1145,1145,99,24,12.013513088226318,True
1,4000,2000,-1060.0,-5300.0,0.30514865844815087,916,893,893,71,15,26.039112091064453,True
2,6000,2000,-290.5,-1452.5,0.3861538461538463,830,851,851,101,12,40.039371967315674,True
3,8000,2000,-83.6,-418.0,0.3560439560439561,494,541,541,92,19,54.32635998725891,True
4,10000,2000,68.1,340.5,0.31812297734627837,103,171,171,84,10,68.32670307159424,True
5,12000,2000,136.1,680.5,0.21778104335047765,78,159,159,90,18,80.92284607887268,True
6,14000,2000,119.3,596.5,0.14048616932103952,19,116,116,99,17,95.28872323036194,True
7,16000,2000,186.9,934.5,0.09095773140716967,3,91,91,88,14,109.45584392547607,True
8,18000,2000,171.9,859.5,0.04770215241419429,2,106,106,104,23,123.93733286857605,True
9,20000,2000,200.7,1003.5,0.11041355256601904,0,109,109,109,24,138.06447291374207,True
10,22000,2000,188.2,941.0,0.05866099893730081,1,101,101,100,21,151.30646300315857,True
11,24000,2000,215.3,1076.5,0.11630283325592194,0,102,102,102,25,165.42382311820984,True
12,26000,2000,215.6,1078.0,0.10871985157699449,0,107,107,107,17,179.8316719532013,True
13,28000,2000,246.9,1234.5,0.036938031591737586,0,95,95,95,18,194.10891103744507,True
14,30000,2000,210.2,1051.0,0.06679352997145571,0,93,93,93,19,208.51918411254883,True
15,32000,2000,208.9,1044.5,0.031019626615605533,0,112,112,112,27,221.9578721523285,True
16,34000,2000,221.3,1106.5,0.09615906009941266,0,96,96,96,21,236.5931270122528,True
17,36000,2000,141.3,706.5,0.07388535031847132,0,110,110,110,21,251.56005120277405,True
18,38000,2000,187.8,939.0,0.060276890308839315,0,85,85,85,19,266.42086696624756,True
19,40000,2000,210.8,1054.0,0.07096774193548394,0,125,125,125,29,281.18508410453796,True
20,42000,2000,152.7,763.5,0.09299279633267843,0,94,94,94,15,296.14505791664124,True
21,44000,2000,152.2,761.0,0.02812089356110392,0,113,113,113,25,310.06232380867004,True
22,46000,2000,119.2,596.0,0.11006711409395975,0,108,108,108,14,325.23540711402893,True
23,48000,2000,121.7,608.5,0.1130649137222679,0,87,87,87,16,340.20112895965576,True
24,50000,2000,174.1,870.5,0.07765651924181505,0,101,101,101,22,355.0673608779907,True
25,52000,2000,129.8,649.0,0.12080123266563958,0,114,114,114,36,370.2188241481781,True
26,54000,2000,113.5,567.5,0.1476651982378856,0,97,97,97,18,384.2264859676361,True
27,56000,2000,147.5,737.5,0.21477966101694923,0,110,110,110,27,399.22134017944336,True
28,58000,2000,96.0,480.0,0.05166666666666675,0,94,94,94,22,414.40391397476196,True
29,60000,2000,139.4,697.0,0.06025824964131998,0,107,107,107,23,429.5381889343262,True
30,62000,2000,146.3,731.5,0.04538619275461375,1,103,103,103,18,444.5361268520355,True
31,64000,2000,104.5,522.5,0.12631578947368416,0,102,102,102,17,458.55583596229553,True
32,66000,2000,124.9,624.5,0.07910328262610089,0,84,84,84,11,473.75531578063965,True
33,68000,2000,102.4,512.0,0.08437500000000009,0,105,105,105,21,488.9871220588684,True
34,70000,2000,106.1,530.5,0.10518378887841662,0,88,88,88,19,504.21213006973267,True
35,72000,2000,154.8,774.0,0.2085271317829458,0,95,95,95,21,519.2406718730927,True
36,74000,2000,133.1,665.5,0.08595041322314056,0,97,97,97,24,534.2761609554291,True
37,76000,2000,85.8,429.0,0.0820512820512822,1,92,92,92,12,548.4407579898834,True
38,78000,2000,94.5,472.5,0.15068783068783076,1,109,109,108,28,563.7936129570007,True
39,80000,2000,67.9,339.5,0.18674521354933726,1,91,91,90,18,579.1368870735168,True
40,82000,2000,76.5,382.5,0.11555555555555563,0,104,104,104,25,594.5349700450897,True
41,84000,2000,73.2,366.0,0.0890710382513662,0,97,97,97,19,609.8892240524292,True
42,86000,2000,84.5,422.5,0.13964497041420132,1,106,106,105,21,624.0981590747833,True
43,88000,2000,127.4,637.0,0.07755102040816331,1,99,99,98,15,639.4020810127258,True
44,90000,2000,120.1,600.5,0.19017485428809322,0,87,87,87,22,654.6737508773804,True
45,92000,2000,145.2,726.0,0.1898071625344353,1,103,103,102,21,669.9208040237427,True
46,94000,2000,116.7,583.5,0.1737789203084834,0,112,112,112,23,684.9744369983673,True
47,96000,2000,125.1,625.5,0.13429256594724226,0,106,106,106,21,699.349366903305,True
48,98000,2000,82.1,410.5,0.06674786845310599,0,95,95,95,22,715.0281829833984,True
49,100000,2000,114.8,574.0,0.04181184668989557,0,105,105,105,23,730.4593460559845,True
50,102000,2000,109.5,547.5,0.09716894977168944,0,93,93,93,20,746.0948572158813,True
51,104000,2000,85.8,429.0,0.11421911421911424,0,77,77,77,13,761.9577879905701,True
52,106000,2000,123.7,618.5,0.12578819725141477,2,90,90,88,11,777.3803398609161,True
53,108000,2000,104.2,521.0,0.08560460652591173,0,98,98,98,12,792.020831823349,True
54,110000,2000,90.3,451.5,0.02392026578073092,0,92,92,92,21,807.9458439350128,True
55,112000,2000,115.7,578.5,0.1991356957649093,0,80,80,80,19,823.6012358665466,True
56,114000,2000,105.6,528.0,0.03939393939393954,0,110,110,110,20,839.283038854599,True
57,116000,2000,152.3,761.5,0.13131976362442543,0,95,95,95,16,854.4831120967865,True
58,118000,2000,61.7,308.5,0.2009724473257699,1,100,100,99,21,868.7308421134949,True
59,120000,2000,83.4,417.0,0.1827338129496403,0,87,87,87,15,884.2024309635162,True
60,122000,2000,118.5,592.5,0.05164556962025313,0,87,87,87,12,899.4036419391632,True
61,124000,2000,152.9,764.5,0.2542838456507521,0,101,101,101,24,914.2220551967621,True
62,126000,2000,90.5,452.5,0.11889502762430948,0,99,99,99,22,929.3210289478302,True
63,128000,2000,67.9,339.5,0.06362297496318114,0,120,120,120,27,943.3825600147247,True
64,130000,2000,76.8,384.0,0.07343750000000004,0,95,95,95,25,958.7054388523102,True
65,132000,2000,79.2,396.0,0.056060606060606144,0,94,94,94,26,974.0272040367126,True
66,134000,2000,74.1,370.5,0.05668016194331993,0,98,98,98,17,989.3850769996643,True
67,136000,2000,103.6,518.0,0.08687258687258681,0,108,108,108,18,1004.626699924469,True
68,138000,2000,229.2,1146.0,0.27888307155322867,0,95,95,95,19,1018.1628060340881,True
69,140000,2000,158.0,790.0,0.05721518987341767,0,95,95,95,21,1031.8958020210266,True
70,142000,2000,81.2,406.0,0.1901477832512315,0,104,104,104,20,1047.6707570552826,True
71,144000,2000,91.0,455.0,0.17758241758241766,0,91,91,91,21,1063.2887599468231,True
72,146000,2000,102.9,514.5,0.1842565597667638,1,92,92,91,11,1078.4458229541779,True
73,148000,2000,93.5,467.5,0.1552941176470588,1,120,120,119,21,1093.7704129219055,True
74,150000,2000,76.0,380.0,0.10789473684210527,0,105,105,105,23,1108.1221749782562,True
75,152000,2000,80.8,404.0,0.26683168316831685,0,112,112,112,22,1123.2327818870544,True
76,154000,2000,91.2,456.0,0.137280701754386,0,96,96,96,16,1138.6097781658173,True
77,156000,2000,176.9,884.5,0.1858677218767666,0,102,102,102,23,1153.2318859100342,True
78,158000,2000,61.6,308.0,0.2402597402597404,0,109,109,109,21,1168.5112080574036,True
79,160000,2000,91.0,455.0,0.2158241758241759,0,92,92,92,14,1182.4618411064148,True
80,162000,2000,110.4,552.0,0.19710144927536244,0,104,104,104,16,1197.50665807724,True
81,164000,2000,142.8,714.0,0.17310924369747904,0,103,103,103,19,1211.5119841098785,True
82,166000,2000,60.4,302.0,0.1556291390728477,0,104,104,104,18,1226.9803330898285,True
83,168000,2000,112.7,563.5,0.2995563442768412,0,89,89,89,22,1241.6716861724854,True
84,170000,2000,60.1,300.5,0.21763727121464238,0,118,118,118,23,1257.011973142624,True
85,172000,2000,79.0,395.0,0.2511392405063291,0,105,105,105,25,1271.0646750926971,True
86,174000,2000,62.9,314.5,0.12527821939586659,0,105,105,105,26,1286.5113289356232,True
87,176000,2000,51.4,257.0,0.07704280155642018,2,99,99,97,13,1301.97003698349,True
88,178000,2000,191.6,958.0,0.6530035335689046,0,105,105,105,27,1315.2402369976044,True
89,180000,2000,71.2,356.0,0.11853932584269677,0,94,94,94,24,1330.7381958961487,True
90,182000,2000,84.1,420.5,0.13317479191438775,0,97,97,97,16,1344.8038408756256,True
91,184000,2000,96.2,481.0,0.2191268191268192,3,102,102,99,18,1360.1539838314056,True
92,186000,2000,145.6,728.0,0.24505494505494507,0,105,105,105,21,1375.0813858509064,True
93,188000,2000,63.6,318.0,0.21698113207547176,1,98,98,97,14,1390.5297260284424,True
94,190000,2000,82.3,411.5,0.24622641509433962,1,89,89,88,20,1405.9231579303741,True
95,192000,2000,118.4,592.0,0.34898648648648645,0,82,82,82,20,1419.8244519233704,True
96,194000,2000,130.1,650.5,0.32598075499629897,0,86,86,86,17,1434.9711740016937,True
97,196000,2000,162.3,811.5,0.30018484288354896,0,100,100,100,23,1449.9353199005127,True
98,198000,2000,87.9,439.5,0.2593856655290103,0,84,84,84,17,1465.2482590675354,True
99,200000,2000,59.7,298.5,0.1139028475711894,0,105,105,105,18,1480.7970690727234,True
100,202000,2000,79.3,396.5,0.2112079701120797,0,81,81,81,16,1496.0349669456482,True
101,204000,2000,82.4,412.0,0.12184466019417473,1,112,112,111,14,1510.2101328372955,True
102,206000,2000,130.4,652.0,0.5027656477438138,0,93,93,93,17,1523.997810125351,True
103,208000,2000,93.2,466.0,0.20128755364806872,0,101,101,101,23,1539.3106360435486,True
104,210000,2000,127.7,638.5,0.2978856695379797,0,97,97,97,22,1554.3050379753113,True
105,212000,2000,69.9,349.5,0.2818998716302954,0,101,101,101,18,1569.7230319976807,True
106,214000,2000,153.9,769.5,0.21390513320337878,0,93,93,93,24,1581.9542818069458,True
107,216000,2000,65.0,325.0,0.25546666666666673,0,105,105,105,17,1597.5220789909363,True
108,218000,2000,53.5,267.5,0.20112149532710277,0,79,79,79,18,1613.053771018982,True
109,220000,2000,58.9,294.5,0.19762308998302203,0,81,81,81,22,1628.5891361236572,True
110,222000,2000,65.0,325.0,0.11446153846153861,0,105,105,105,15,1644.1723229885101,True
111,224000,2000,100.5,502.5,0.30726368159203976,0,86,86,86,15,1658.421842098236,True
112,226000,2000,68.2,341.0,0.24692082111436964,0,85,85,85,19,1674.020234823227,True
113,228000,2000,81.1,405.5,0.13760789149198516,0,110,110,110,27,1689.5752880573273,True
114,230000,2000,90.9,454.5,0.19449944994499457,2,105,105,104,18,1704.9045071601868,True
115,232000,2000,50.1,250.5,0.18682634730538927,0,106,106,106,21,1720.4305350780487,True
116,234000,2000,94.0,470.0,0.07744680851063834,0,84,84,84,20,1735.5663158893585,True
117,236000,2000,74.2,371.0,0.07439353099730472,1,105,105,104,21,1749.881963968277,True
118,238000,2000,76.3,381.5,0.15622542595019673,0,95,95,95,20,1765.323734998703,True
119,240000,2000,58.1,290.5,0.06471600688468171,2,90,90,88,19,1780.8420379161835,True
120,242000,2000,77.4,387.0,0.17312661498708004,2,110,110,108,26,1796.2320539951324,True
121,244000,2000,86.3,431.5,0.08064889918887608,2,109,109,107,22,1811.5054349899292,True
122,246000,2000,122.4,612.0,0.13888888888888884,0,100,100,100,24,1825.3819289207458,True
123,248000,2000,98.1,490.5,0.12680937818552507,1,104,104,103,15,1840.6857500076294,True
124,250000,2000,62.4,312.0,0.1942307692307692,0,114,114,114,24,1856.1012201309204,True
125,252000,2000,74.0,370.0,0.18486486486486498,1,102,102,101,22,1871.6028339862823,True
126,254000,2000,52.1,260.5,0.11362763915547025,4,98,98,94,21,1886.9983520507812,True
127,256000,2000,197.1,985.5,0.25469304921359726,0,102,102,102,19,1900.6974928379059,True
128,258000,2000,248.5,1242.5,0.5487719298245615,0,102,102,102,23,1914.1517338752747,True
