episode,env_step,episode_len,return_mean,return_sum,return_gini,iml_truth,iml_detected,iml_sanctions,iml_false_pos,iml_overturned,time_seconds,time_limit
0,2000,2000,-1969.0,-9845.0,0.5586206896551724,0,0,0,0,0,12.390444993972778,True
1,4000,2000,-689.2,-3446.0,0.3071354705274043,0,0,0,0,0,26.17704200744629,True
2,6000,2000,-277.0,-1385.0,0.22345991561181444,0,0,0,0,0,40.415952920913696,True
3,8000,2000,48.2,241.0,0.26047326906222623,0,0,0,0,0,54.59246015548706,True
4,10000,2000,182.2,911.0,0.09967069154774988,0,0,0,0,0,68.66453194618225,True
5,12000,2000,186.6,933.0,0.0617363344051447,0,0,0,0,0,82.02641701698303,True
6,14000,2000,172.4,862.0,0.16890951276102095,0,0,0,0,0,96.90391612052917,True
7,16000,2000,177.0,885.0,0.072316384180791,0,0,0,0,0,111.52136611938477,True
8,18000,2000,215.4,1077.0,0.0464252553389044,0,0,0,0,0,126.28418207168579,True
9,20000,2000,247.0,1235.0,0.10396761133603238,0,0,0,0,0,140.98609590530396,True
10,22000,2000,202.0,1010.0,0.14059405940594072,0,0,0,0,0,154.58371901512146,True
11,24000,2000,207.6,1038.0,0.10789980732177273,0,0,0,0,0,169.46063423156738,True
12,26000,2000,168.4,842.0,0.08883610451306412,0,0,0,0,0,185.0747230052948,True
13,28000,2000,226.4,1132.0,0.04593639575971742,0,0,0,0,0,200.91680908203125,True
14,30000,2000,176.0,880.0,0.09818181818181815,0,0,0,0,0,216.9379551410675,True
15,32000,2000,168.0,840.0,0.06666666666666665,0,0,0,0,0,231.7348930835724,True
16,34000,2000,138.6,693.0,0.15526695526695522,0,0,0,0,0,248.0354449748993,True
17,36000,2000,131.4,657.0,0.0724505327245053,0,0,0,0,0,264.45952320098877,True
18,38000,2000,112.0,560.0,0.06499999999999995,0,0,0,0,0,281.15345001220703,True
19,40000,2000,254.4,1272.0,0.03144654088050314,0,0,0,0,0,297.15729093551636,True
20,42000,2000,150.0,750.0,0.09173333333333344,0,0,0,0,0,313.703351020813,True
21,44000,2000,164.4,822.0,0.04768856447688563,0,0,0,0,0,328.8570601940155,True
22,46000,2000,99.6,498.0,0.1253012048192772,0,0,0,0,0,345.9002170562744,True
23,48000,2000,137.0,685.0,0.06832116788321163,0,0,0,0,0,362.4085900783539,True
24,50000,2000,94.6,473.0,0.0456659619450317,0,0,0,0,0,378.9968240261078,True
25,52000,2000,98.4,492.0,0.08455284552845543,0,0,0,0,0,395.7038469314575,True
26,54000,2000,296.2,1481.0,0.24740040513166783,0,0,0,0,0,409.6093189716339,True
27,56000,2000,89.6,448.0,0.0758928571428572,0,0,0,0,0,426.3232378959656,True
28,58000,2000,93.2,466.0,0.08755364806866961,0,0,0,0,0,442.8821041584015,True
29,60000,2000,120.2,601.0,0.08252911813643937,0,0,0,0,0,459.43403601646423,True
30,62000,2000,123.6,618.0,0.14951456310679623,0,0,0,0,0,475.8861382007599,True
